playlist_id,title,description,image_url,status,error
DZM5kV3tciOFaQeHbE,Breakup Train,,https://i.kfs.io/playlist/global/78072780v1/cropresize/300x300.jpg,ok,
Gq2u5ahGEvhmtDZ_YJ,Best Breakup Songs,,https://i.kfs.io/playlist/global/64464273v1/cropresize/300x300.jpg,ok,
L_2A6AEYZyv3L1AKF9,A.M. Breakups 歷年精選,2023-10,https://i.kfs.io/playlist/global/63418375v40/cropresize/300x300.jpg,ok,
4rUbKN_Y9kvNjFnWa_,Broken Heart meets Jazz - 當心碎遇上爵士,窗外下著雨，陷入深深憂鬱。當心碎遇上爵士，讓音符成為淚滴，帶你前進。,https://i.kfs.io/playlist/global/24566248v1/cropresize/300x300.jpg,ok,
Gt99M1P-D--01YFOHK,G.E.M. 鄧紫棋 2018 Queen of Hearts 演唱會完整歌單,華語天后鄧紫棋（G.E.M.）在台舉辦「Queen of Hearts」世界巡迴演唱會，一連3天共吸24000粉絲到場朝聖，演唱多首經典曲目，首日因林俊傑到場朝聖，臨時將安可曲改為《手心的薔薇》。第三場更是展現對台灣粉絲的誠意，苦練台語演唱鄧麗君的《我只在乎你》。,https://i.kfs.io/playlist/global/61298228v3/cropresize/300x300.jpg,ok,
KqeZjxtpFVZGAKA-z9,因為你聽過 不要再見面 (Broken Heart) - 偶像劇<如朕親臨>片尾曲,,https://i.kfs.io/playlist/global/52034897v1/cropresize/300x300.jpg,ok,
1-BmgqQ-1E2cw_eeqN,Heart (紅心合唱團) 歷年精選,2026-01,https://i.kfs.io/playlist/global/57057959v61/cropresize/300x300.jpg,ok,
KoqN3zuO60uHLrCBw5,Broken Social Scene (崩世光景) 歷年精選,2026-01,https://i.kfs.io/playlist/global/57071301v56/cropresize/300x300.jpg,ok,
0pTcQaDuoPPBD0pgd0,broken heart,"療傷系。
希望藉此...
撫平深刻傷痛後的痕跡，
觸動心碎後的脆弱心靈。",https://i.kfs.io/playlist/global/92297v1/cropresize/300x300.jpg,ok,
LZR1hcEyYzN147nuUT,Mylon LeFevre & Broken Heart 歷年精選,2026-01,https://i.kfs.io/playlist/global/57090187v56/cropresize/300x300.jpg,ok,
KsODvC4AhgbL5qEz7y,Blessed By A Broken Heart 歷年精選,2026-01,https://i.kfs.io/playlist/global/57256010v60/cropresize/300x300.jpg,ok,
L-rNWYf3ZKwmxcu5G9,Hearts & Colors 歷年精選,2026-01,https://i.kfs.io/playlist/global/61165989v51/cropresize/300x300.jpg,ok,
9YXOj4ERuyYIezLgom,Acoustic Hearts 歷年精選,2026-01,https://i.kfs.io/playlist/global/65288958v34/cropresize/300x300.jpg,ok,
H-9XRIssP2hFEmGcif,Broken Heart College 歷年精選,2026-01,https://i.kfs.io/playlist/global/57382143v61/cropresize/300x300.jpg,ok,
GtJPj0P-D--03dezSh,Heart Of Worship (心靈敬拜) 歷年精選,2026-01,https://i.kfs.io/playlist/global/57048551v59/cropresize/300x300.jpg,ok,
SprufycxARmCYrnA9c,Broken Hearts 歷年精選,2026-01,https://i.kfs.io/playlist/global/65513790v34/cropresize/300x300.jpg,ok,
-r0tuDMtZZcQx55mm5,Taylor Swift ACCEPTANCE (I Can Do It With A Broken Heart),,https://i.kfs.io/playlist/global/77837276v2/cropresize/300x300.jpg,ok,
Cr0mcpVTBQ3cUsSI5C,八三夭 (831) - 規則就是用來打破的 (RULES are made to be BROKEN),,https://i.kfs.io/playlist/global/70209541v1/cropresize/300x300.jpg,ok,
4qs04HZSGvmfQwlsd0,"Nursery Rhymes ABC, Best Kids Songs, Soothing White Noise for Infant Sleeping and Massage, Crying & Colic Relief 歷年精選",2026-01,https://i.kfs.io/playlist/global/61801426v47/cropresize/300x300.jpg,ok,
HaiO1G68_aVO0o_IyZ,"White Noise Babies|White noise for baby sleep|Soothing White Noise For Infant Sleeping And Massage, Crying & Colic Relief 歷年精選",2026-01,https://i.kfs.io/playlist/global/57979313v62/cropresize/300x300.jpg,ok,
D-fjuvQVi1AmuxhUMT,Music That Will Make You Cry 歷年精選,2026-01,https://i.kfs.io/playlist/global/57614158v61/cropresize/300x300.jpg,ok,
9-hkRkVIL47LI2JkPX,Crying City 歷年精選,2026-01,https://i.kfs.io/playlist/global/76273211v1/cropresize/300x300.jpg,ok,
KqltFTtpFVZGBtPu0F,CryJaxx 歷年精選,2026-01,https://i.kfs.io/playlist/global/62633150v45/cropresize/300x300.jpg,ok,
OszU8aGuw-NvK4QW3s,Cry For You (越听越伤心的泰国歌曲),Sad songs compilation from GMM Grammy Thailand,https://i.kfs.io/playlist/global/68906816v1/cropresize/300x300.jpg,ok,
_a8j6LewhzgniBC6u7,Crying Nut (크라잉 넛) 歷年精選,2026-01,https://i.kfs.io/playlist/global/57375990v60/cropresize/300x300.jpg,ok,
SmqyPuCaNg04WUkM0z,Girls Band Cry | ガールズバンドクライ,Girls Band Cry（ガールズバンドクライ）是由東映動畫主導的原創少女樂隊題材策劃，由酒井和男執導。原創電視動畫預計於2024年4月5日在TOKYO MX、SUN電視台、KBS京都、BS11上播出。,https://i.kfs.io/playlist/global/77874152v1/cropresize/300x300.jpg,ok,
5-3fuNlW5_mo97dHEI,Soul`s Cry 歷年精選,2026-01,https://i.kfs.io/playlist/global/noimg/cropresize/300x300.jpg,ok,
Gs2KRN6zqlVemfO4Tx,HawkCry 歷年精選,2026-01,https://i.kfs.io/playlist/global/78286406v1/cropresize/300x300.jpg,ok,
4qrq7ZZSGvmfTW6Wxr,"Soothing White Noise for Infant Sleeping and Massage, Crying & Colic Relief 歷年精選",2026-01,https://i.kfs.io/playlist/global/57795535v61/cropresize/300x300.jpg,ok,
8o3xc61_WzFpVGUP6h,Floor Cry 歷年精選,2026-01,https://i.kfs.io/playlist/global/62852380v43/cropresize/300x300.jpg,ok,
Ks-nBN4AhgbL7bBPLz,因為你聽過 說好不哭 (With 五月天阿信) (Won’t Cry (With Mayday Ashin)),,https://i.kfs.io/playlist/global/65463176v1/cropresize/300x300.jpg,ok,
GoemUk3yeHNvg5CDx5,WarCry 歷年精選,2026-01,https://i.kfs.io/playlist/global/57377964v59/cropresize/300x300.jpg,ok,
5XVQJlVdCAvDEjP31s,西洋對唱情歌替你告白,有些歌曲總能唱起愛情的酸甜苦辣，特別是一些對唱歌曲，你一句我一句的猶如在對話一般，將心裡的深愛與難過都一併道盡。挑選一些對唱的西洋情歌，說出你心裡的話，若說不出口，就用歌曲來表示吧！,https://i.kfs.io/playlist/global/61250953v58/cropresize/300x300.jpg,ok,
4qMFotZCGvmfRqbbLg,直球對決！告白必勝曲助你脫單,,https://i.kfs.io/playlist/global/42276689v1/cropresize/300x300.jpg,ok,
H_VwN8VBX-E8NDgMZ6,告白必勝！甜在心情歌選,愛在心裏就是開不了口？讓杰倫的甜滋滋情歌為你發聲告白吧！,https://i.kfs.io/playlist/global/31060755v1/cropresize/300x300.jpg,ok,
0p2LCUDeoPPBB6DzDQ,大聲說愛你！臉紅紅的華語情歌 #告白,告白、丟直球，那些藏不住的喜歡，想用愛的這些歌，大聲告訴你！可不可以，你也剛好喜歡我呢？🥰🥰😍,https://i.kfs.io/playlist/global/59710492v5/cropresize/300x300.jpg,ok,
T_fg8vtI0IEq8CDn6h,拜託請不要讓他/她看到，我也想用這些歌告白！,在Dcard上掀起炫風的告白歌單，我們覺得超厲害！,https://i.kfs.io/playlist/global/37590626v1/cropresize/300x300.jpg,ok,
4pVQqyR4FJSOM4aPr7,NCT 127 的最愛告白,"NCT 127的團員直接挑選出” NCT 127 最愛的 NCT 127 歌曲“，在白色情人節送給歌迷的音樂禮物。

現在只要完成任務，就有機會獲得成員們的親筆手寫卡片！
👉 https://sp.kkbox.events/zh/nct127-222",https://i.kfs.io/playlist/global/66864554v2/cropresize/300x300.jpg,ok,
9Ycj_TEBuyYIfK9eIm,It's You❤️ 情歌賜我告白力量,,https://i.kfs.io/playlist/global/47181264v4/cropresize/300x300.jpg,ok,
KnXrC2lyEedzFvxQTH,女孩我想對你說！Ed Sheeran私密告白,Ed Sheeran常將想對女孩說的話寫入歌曲，有些歌曲澎湃刺激，有些更是真情流露讓人一聽就酥麻，以下點名15首歌曲，關於Ed的真情告白，一起來聽聽吧。,https://i.kfs.io/playlist/global/60107095v2/cropresize/300x300.jpg,ok,
9af5xsX8IfG-LnP6N5,告白專用！愛的密語等你發現,藏在曲名裡的甜蜜暗號，你…發現了嗎？,https://i.kfs.io/playlist/global/17933717v1/cropresize/300x300.jpg,ok,
TaS42GB4bN3d82jukF,一首必殺！R&B告白求婚終極金曲,不只是浪漫，更要挑戰在一首歌的時間就讓粉紅氛圍一次到位！如果今天只有一首歌的時間，要讓你對心愛的人表白，那你需要的就是這些歌，從音樂張力到歌詞的合適程度都是精挑細選過喔！,https://i.kfs.io/playlist/global/42291538v2/cropresize/300x300.jpg,ok,
8scDVGI78xOOhaI9uP,告白神器：浪漫靈魂樂章,,https://i.kfs.io/playlist/global/44708004v2/cropresize/300x300.jpg,ok,
OsLXmLGuw-NvJTKzhh,FEniX 情人節浪漫告白歌單,大家好，我們是 KKBOX 情人節告白大使 FEniX！愛在心裡口難開嗎？浪漫情人節快來聽我們精挑細選的告白必勝曲，祝你戀情升溫終結孤單！,https://i.kfs.io/playlist/global/76175776v1/cropresize/300x300.jpg,ok,
PYuv35w4piAuaXr6c7,大聲告白：就是喜歡你,,https://i.kfs.io/playlist/global/59931864v1/cropresize/300x300.jpg,ok,
8tmaYxa8hJlCfjQGac,情人節告白限定R&B戀曲30首,,https://i.kfs.io/playlist/global/49651639v1/cropresize/300x300.jpg,ok,
Kmwy79iTu5MxHhVSzl,告白成功差這首歌,,https://i.kfs.io/playlist/global/19298494v1/cropresize/300x300.jpg,ok,
D-0-KGRli1AmsOhUv6,第72回NHK紅白歌合戰出場名單發表,,https://i.kfs.io/playlist/global/71747299v1/cropresize/300x300.jpg,ok,
SrzimflZ_fWNQIiB4h,表白系甜蜜小情歌~愛就勇敢唱出來！（持續更新）,,https://i.kfs.io/playlist/global/63978402v1/cropresize/300x300.jpg,ok,
DYTmILoFw4Kz4YZCdP,2024 超級巨星紅白藝能大賞 - 表演曲目,,https://i.kfs.io/playlist/global/77755261v3/cropresize/300x300.jpg,ok,
HayZWZ68_aVO3DIX1D,白小白 歷年精選,2026-01,https://i.kfs.io/playlist/global/61590000v49/cropresize/300x300.jpg,ok,
Cm5kaT5CtJ3NdmfEoT,白噪音睡眠(ASMR白噪音) 歷年精選,2026-01,https://i.kfs.io/playlist/global/70275698v13/cropresize/300x300.jpg,ok,
OoBNnEv-Usmp6qrPSO,2025超級巨星紅白藝能大賞-表演曲目,,https://i.kfs.io/playlist/global/78221018v1/cropresize/300x300.jpg,ok,
LXhyHtX2qyA6TTpEhF,周杰倫「地表最強」演唱會（9/28）,周董「地表最強」巡迴演唱會在 9/28、9/29、9/30、10/1 於台北小巨蛋舉行，與其說只是一場演唱會，更可以說是周董精心設計了八個不同主題的派對！有氣勢的開場、恐怖Part、美人魚Part、鋼琴Part、O.S. Part、復古BIG BAND Part、嘻哈Part、經典歌曲Part，最後加碼開放歌迷點歌，更讓整場演唱會餘韻無窮！,https://i.kfs.io/playlist/global/60090945v3/cropresize/300x300.jpg,ok,
4kIIcXU8s3de5reX_5,第13屆KKBOX風雲榜表演歌曲,"KKBOX 12月29日公佈第十三屆 KKBOX 風雲歌手最終名單重量級卡司，分別為「華語樂壇天后」aMEI張惠妹、「亞洲唱作天王」林俊傑以及即將在2018年正式回歸的「影視歌天王」謝霆鋒！

第13屆風雲榜演出名單，「年度風雲歌手」由Eason陳奕迅領軍，率謝和弦、黃明志、盧廣仲、周湯豪、楊丞琳、鄧紫棋，以及「風雲大使」aMEI、林俊傑、謝霆鋒與「表演嘉賓」Bii畢書盡、Miss Ko葛仲珊、小宇 宋念宇和安那 ANNA出席表演。

第13屆KKBOX風雲榜，2018年1月20高雄登場，精彩卡司，重量級年度音樂盛會，鐵粉們不要錯過！",https://i.kfs.io/playlist/global/60543270v4/cropresize/300x300.jpg,ok,
TZOu1PwIZVlyUUXclC,2017 hito流行音樂獎 表演歌單,,https://i.kfs.io/playlist/global/59472933v1/cropresize/300x300.jpg,ok,
OkwbDT_OJB8-QV6gnn,周杰倫「地表最強」演唱會（10/1),,https://i.kfs.io/playlist/global/60175527v2/cropresize/300x300.jpg,ok,
8mIwbB8bdzM775654i,周杰倫「地表最強」演唱會（9/30）,,https://i.kfs.io/playlist/global/60110756v1/cropresize/300x300.jpg,ok,
WnbPaBLZBhWIs39iTA,周杰倫「地表最強」演唱會（9/29）,,https://i.kfs.io/playlist/global/60107539v1/cropresize/300x300.jpg,ok,
0syKA0DpM6d4AFbecC,母親節用這些歌表達愛,媽媽就是我的創作靈感！媽媽是最初的老師，在成長過程中，和媽媽的相處過程，往往會對人生產生極為深遠的影響，而媽媽所說過的話，做過的事，經常也成為創作歌手靈感的養分。在母親節前夕，就來聽聽近期有哪些創作歌手的作品靈感來自於母親。,https://i.kfs.io/playlist/global/6689103v3/cropresize/300x300.jpg,ok,
GtEoBSP-D--02Kgbhj,「聲林之王」表演曲目完整歌單,由蕭敬騰、林宥嘉聯手擔任導師的節目《聲林之王》，為歌唱選秀真人秀，讓所有追求音樂夢想的人能在這個平台發揮才能！,https://i.kfs.io/playlist/global/62916049v1/cropresize/300x300.jpg,ok,
SmqgXgD6Ng04UDNp8H,五月天 RE:Jump離開地球表面[自傳復刻版] 演唱會歌單,,https://i.kfs.io/playlist/global/44721641v1/cropresize/300x300.jpg,ok,
Kpg4idHPwNsRhkbMx-,翻開泛黃的情書，小情小愛依舊美麗,"初戀的勇氣，告白的決心，承諾的信心，一切都存在當初手寫的這些信紙上，即使到後來不再手勾手走下去，卻仍記得那些回憶。
你我相視而笑的瞬間、牽手經過的每間教室、看過的美景星空都在這些情書再次打開的瞬間，隨著信紙的氣味瀰漫空氣中，那些屬於自己的校園青澀歲月也該細細品味。",https://i.kfs.io/playlist/global/59721598v1/cropresize/300x300.jpg,ok,
OpygMUkG-a0GwkKzKX,聽有故事的歌7《極品歐巴的深情對決 》畢書盡 vs 黃致列,"他們都是萬千迷妹狂粉的老公
更有無數師奶迷姊的如影追隨
這場PK  絕對是極品歐巴的對決
但 我們不選帥度 因為兩個人都爆表了
也不拚身材 因為他們都能讓你小鹿亂撞
這次  哥比的  是歌
是他們為你 用盡胸腔共鳴
與你靈魂共振 唱出的歌
是他們曾讓你興奮 讓你落淚的歌
他們的真情 細膩 你最懂
他們的奔放 爆發 你最愛 
他們的歌 書寫烈火
他們的人 致盡青春
他們為你而來 點燃了你所有的期待

是PK嗎 是 是PK 
因為這一晚 我們要比人氣 還要比共鳴 
但 也不是PK
因為 我們不需比力氣 更不是相爭意氣
你只需要在他們的歌曲中
投票鼓勵 一直給力
""盡""情愛  濃""列""愛
兩位極品歐巴的PK 就從愛開始
最後誰的愛最多 最後安可曲是誰的歌
將由你決定

所以請注意 這場PK的前哨戰開始了
去撂人 去放話 
向全世界公開分享轉發文
並把你的愛 你的愛歌 寫在這篇po文下 
還要注意這兩天的飛碟夜光家族節目
因為 PK的序幕曲 會從這裡陸續登場 
在節目中 上飛碟聯播網App留言
夾道歡迎 傳遞PK的聖火吧
然後3月1日 就是3月1日 晚上9點
夜光家族一結束 這場世紀對決
將立刻在KKBOX正式登場
教人動情的極品歐巴
教人動心的韓風好歌
還有 令人感動的澎湃熱情與支持
一定會讓你的愛 瞬間爆發 嗨到最高點

來吧 為了你的愛 上路吧
不必烽火連天 只要熱愛連綿
書寫烈火 致盡青春 現在開始",https://i.kfs.io/playlist/global/61211696v1/cropresize/300x300.jpg,ok,
OtQTSRe7PHGas9POSG,電影裡的深情，那些迴盪你心的情歌,電影歌曲可說是電影的靈魂，一段旋律能夠將你帶入電影的情節，並挑起劇情的每個片段。特別挑選電影裡的情歌，在播放的同時，是否畫面帶你墜入電影的畫面了呢？,https://i.kfs.io/playlist/global/44683531v6/cropresize/300x300.jpg,ok,
DahNIopq6hWuMqVktR,那年的情書 你好不好?,"你有寫過或收過情書嗎？
現代人好像越來越少用手寫情書或卡片了，
表達愛的方式也越來越多，
你是傳訊息、拍影片，還是用歌曲來傳情？
讓我們一起來聽能夠表達愛意的歌曲，聊聊你是用什麼方法傳達你的愛。",https://i.kfs.io/playlist/global/54452071v1/cropresize/300x300.jpg,ok,
9_OixXFJmE4IFoUvsK,給爸媽的小情書,愛在心裡口難開？不如挑首溫暖的情歌，獻給總是為你遮風擋雨的爸爸媽媽。,https://i.kfs.io/playlist/global/13627903v1/cropresize/300x300.jpg,ok,
5-wsutkm5_mo-X6oBT,鬼掀屍 #鬼故事有聲書,,https://i.kfs.io/playlist/global/59587313v1/cropresize/300x300.jpg,ok,
Cs6WmOkItRtI5ivW1y,聽有故事的歌8 《濃情豪放的同門對決》 蕭敬騰VS畢書盡,"出道前 一個是星光大道的PK魔王
一個是韓國高中樂團比賽的亞軍主唱
而今 他們成了歌壇的絕代雙驕 叱吒風雲
在舞台上 盡情揮灑 魅力無限 
你不可錯過的大小歌王PK對決 
就在今晚(每週四)9點鐘 
KKBOX 夜光家族加映場

好奇妙喔 這次是偶像和偶像的的偶像對決
也好殘忍喔 本是同根生 相煎何太急
但沒辦法 誰教他們 同樣是瘦美男
歌聲也同樣能量爆表
都唱得一樣精彩萬分 令人陶醉
他們系出同門濃情豪放的嗓音 
有時暢快淋漓 有時又痛徹心扉
真讓人舉棋不定 不知要選誰
他們不來PK 不然找誰來PK
而且 他們還曾是PK 比賽高手呢 
更何況 PK讓人入戲 也讓兩人相互輝映啊

所以 照過來 照過來
別管畢書盡 把蕭敬騰視為偶像
也別想蕭敬騰總是提攜愛護後輩
是PK 就沒有在客氣了
你有多愛蕭敬騰 多支持畢書盡
都要大聲叫出來 用力讚下去
一小時的音樂火花 將電得你不要不要
他們會用濃情真愛 融化你
他們會用豪放高音 征服你
請準備衛生紙 擦眼淚
也先把玻璃貼膠帶 防音爆
這場世紀風雲PK盛况絕對 不醉不歸 
最後誰的愛最多 最後安可曲是誰的歌
都將由你決定

來吧 去撂人 去放話 
向全世界公開分享轉發文
並把你有多愛 和你的醉愛歌 
寫在這篇po文下 
還要密切注意這兩天的飛碟夜光家族
因為 這場PK前哨戰 已經登場 
請在節目中 上飛碟聯播網App留言
夾道歡迎 傳遞PK的聖火
然後今晚3月8日 就是3月8日 9點pm
夜光家族一結束 這場世紀對決
將立刻在KKBOX正式登場
你們的熱情 不要保留 
你們的棒棒 都要掏出來
用七彩炫目的螢光棒 點亮這一夜 
用最期待的心 最熱烈的吶喊
""盡""全力去愛 歡""騰""一整晚吧

""敬""濃情 ""盡""豪放 現在開始

光禹",https://i.kfs.io/playlist/global/61244614v1/cropresize/300x300.jpg,ok,
PXmN9rw-T1DRNjDJZQ,在圖書館陪你安靜一整天,"忘我的徜徉在書海裡、一個人好好享受文字的氛圍
讓音樂伴著你的心得到一絲的平靜。",https://i.kfs.io/playlist/global/62313855v1/cropresize/300x300.jpg,ok,
8n7z9InbFBkcm51609,告示牌評選！100 首有史以來最棒 K 歌曲目,Cover：Lady Gaga & Bradley Cooper｜告示牌選出有史以來最棒的 100 首卡拉 OK 歌曲，趕快來看看你會唱幾首！,https://i.kfs.io/playlist/global/74650758v1/cropresize/300x300.jpg,ok,
WtnoP93JCqR9jU9qwa,空降冠軍就是狂！告示牌 No.1 回顧,"Cover：Sabrina Carpenter｜發行即刻奪下冠軍代表著該歌手的超人氣！本週告示牌第一名歌曲是 Sabrina carpenter 的〈Manchild〉，成為告示牌史上第 85 首空降冠軍單曲！

目前紀錄保持人為「蠍王」德瑞克（Drake），以 9 首空降冠軍曲成為領頭羊；亞莉安娜（Ariana Grande）與泰勒絲為女歌手之最，各自擁有 7 首空降冠軍；BTS 則是團體最強，擁有 5 首空降單曲；小賈斯汀（Justin Bieber）與崔維斯史考特（Travis Scott）均有 4 首；「花蝴蝶」瑪麗亞凱莉（Mariah Carey）、奧莉薇亞（Olivia Rodrigo）、Kendrick Lamar 與 Morgan Wallen 則分別擁有 3 首空降單曲；布蘭妮（Britney Spears）、女神卡卡（Lady Gaga）與巨星馬龍則共享擁有 2 首空降貫單。讓我們來回顧告示牌歷史上空降冠軍的單曲吧！",https://i.kfs.io/playlist/global/56947544v52/cropresize/300x300.jpg,ok,
5a1t0ixgnNDC7Jh5HS,告示牌 2020 年代冠軍總整理 #Billboard,Cover：Mariah Carey｜2020 年代所有告示牌冠軍曲一網打盡！現在歐美就是紅這些歌。,https://i.kfs.io/playlist/global/69546805v40/cropresize/300x300.jpg,ok,
WkT5-Q078a72H4gyIC,告示牌評選！有史以來最成功100首歌曲,美國音樂權威媒體告示牌歡慶63週年，評選100首有史以來最成功、最偉大的歌曲，趕快看看你最愛的歌手或歌曲有沒有在榜上，繼續迎接西洋音樂下一個10年！,https://i.kfs.io/playlist/global/63536085v6/cropresize/300x300.jpg,ok,
WlOFavKT40UJ6KzawG,Max Martin：告示牌冠軍製作人,Cover：Max Martin｜王牌製作人 Max Martin 正式超越 George Martin，以製作 26 首冠軍曲成為告示牌史上最多冠單的製作人，一起來聽聽他精彩絕倫的作品。,https://i.kfs.io/playlist/global/33138011v3/cropresize/300x300.jpg,ok,
Gr50KqSaiNRIT0cDWH,美國告示牌2016年度百大單曲,美國告示牌年度Hot 100榜單已出爐，榜上的歌曲都是今年的熱播歌曲，例如《Work》《Closer》等，比較特別的是Justin Bieber的《Love Yourself》《Sorry》，雖然是去年發行的歌曲，到2016年依然熱播勇奪冠亞軍非常厲害。,https://i.kfs.io/playlist/global/44720170v1/cropresize/300x300.jpg,ok,
LatYvzyaVThOEnaY5j,美國告示牌 2017年度 百大單曲,美國告示牌年終單曲榜已出爐！冠亞軍為今年最強洗腦歌曲《Shape of You》和《Despacito》奪下，亦是今年點閱率最高的MV！而緊追在後為R&B新生代天王Bruno Mars的《That's What I Like》，都是朗朗上口的好歌！,https://i.kfs.io/playlist/global/60611543v1/cropresize/300x300.jpg,ok,
HYw09xZbXtNOZQh8du,告示牌十年嚴選！2010s最強單曲Hot 100,美國音樂媒體權威告示牌（Billboard），統計2010年-2019年十年間100首最強單曲，魔力紅（Maroon 5）以5首歌曲上榜成為最多單曲的團體，個人部分則由德瑞克（Drake）、凱蒂佩芮（Katy Perry）與火星人布魯諾（Bruno Mars）稱霸，三人同樣是5首歌曲在榜上！快來看看你最愛的歌手有沒有上榜吧！,https://i.kfs.io/playlist/global/65871177v3/cropresize/300x300.jpg,ok,
9ZKp-8hRQ1a9x5fAWy,2018告示牌年終百大金曲！一次回顧一整年的好音樂,素有「饒舌天王」稱號的德瑞克（Drake），在今年果然大顯神力，以一曲稱霸告示牌11週的冠軍曲〈God's Plan〉奪得年終百大的第一名！緊追在後的是創作才子紅髮艾德的甜蜜情歌〈Perfect〉；而第三名和第四名則由碧碧蕾克莎的鄉村超夯單曲〈Meant To Be〉和哈瓦那情人卡蜜拉的拉丁神曲〈Havana〉拿下。年終百大歌單讓你一次聽得夠！,https://i.kfs.io/playlist/global/63131695v1/cropresize/300x300.jpg,ok,
SkQqdxhgiJWQ1Yr63Z,2016年告示牌音樂獎入圍名單,2016年告示牌音樂獎頒獎典禮5/22將在洛杉磯登場！以《Earned It》竄紅的嘻哈新秀The Weeknd魅力持續延燒，一人攻下最佳R&B歌手、最佳200強專輯等19項提名紀錄，推出新專輯【Purpose】宣告洗心革面的Justin Bieber 也以12項提名緊追在後，去年大贏家Taylor Swift 以及屢創樂壇銷售奇蹟的天后Adele，則雙雙奪下8項提名，眾家天王巨星一同角逐流行音樂王座，馬上先來預習今年入圍名單熱門金曲，預測誰將稱霸告示牌！,https://i.kfs.io/playlist/global/26539769v1/cropresize/300x300.jpg,ok,
GpxJyR46F7KFlNm67I,告示牌霸主！歷年冠軍週數最久的單曲,"Cover：Mariah Carey｜從告示牌 1958 年創立以來，總共有 1149 首歌曲登上過冠軍寶座，這其中更只有少少 45 首單曲，在冠軍王位上累積超過 10 週第一名。最近一首達到此門檻的歌曲，就是 Alex Warren 的〈Ordinary〉。而 Mariah Carey 成功以〈All I Want For Christmas Is You〉奪得 19 週冠軍，超狂成績追平 Lil Nas X 與 Shaboozey 重返「史上冠軍最久的單曲」，讓我們一起來回顧你一定聽過的霸主級冠軍曲吧！

（曲序按照冠軍週數多寡來排列）",https://i.kfs.io/playlist/global/66947126v9/cropresize/300x300.jpg,ok,
0rzej0jCzZ7WEeh5tR,2025 告示牌 Billboard JAPAN年終百大單曲,,https://i.kfs.io/playlist/global/78595079v1/cropresize/300x300.jpg,ok,
8klohH1QMgMI0hGquQ,2025 告示牌 年終百大單曲 #Billboard,"Cover：Lady Gaga x Bruno Mars｜恭喜女神卡卡與火星人布魯諾合唱的〈Die With A Smile〉拿下 2025 年終冠軍，這也是 Lady Gaga 生涯第一次拿到年終冠軍的頭銜，相當亮眼！

而 Morgan Wallen 擁有 9 首單曲上榜，再次展現鄉村天王於全美的影響力和地位。",https://i.kfs.io/playlist/global/78588986v1/cropresize/300x300.jpg,ok,
L-AmQjeHZKwmxSnAfO,2020 告示牌 Billboard JAPAN年終百大單曲,"【封面：YOASOBI】Billboard日本年間榜發表以來，首張未發行實體作品就拿下冠軍的作品！
因爲Tiktok，讓他們從3月開始在串流榜成績大爆發，一年就被聽高達2.7億次，MV播放也破億，成為奪冠關鍵。",https://i.kfs.io/playlist/global/69132299v1/cropresize/300x300.jpg,ok,
1Yf3B0ViGos-JDq8AP,2023 告示牌 Billboard JAPAN年終百大單曲,,https://i.kfs.io/playlist/global/77651390v1/cropresize/300x300.jpg,ok,
GttRF_P-D--00igC8-,為愛勁全力，真情告白精選歌單,勁全力，有愛大聲說！父母與孩子間的真情流露，有矛盾、有溫馨，更有真情告白的獨特節奏。完整歌單Play 一遍，為愛勁全力。,https://i.kfs.io/playlist/global/65901686v1/cropresize/300x300.jpg,ok,
Pa19D7wJVCjbngNcUd,【告白必備】25首浪漫情歌讓你大聲說出愛！,浪漫的精髓就在於它充滿種種可能。,https://i.kfs.io/playlist/global/24580202v4/cropresize/300x300.jpg,ok,
OlbIQI095edzHUAv4d,浪漫不渝🤍藏在聲線裡的深情告白,情歌中最動人的往往是溫柔又深情的歌詞💌整理了這些用浪漫歌聲訴說心中愛意的情歌，伴你度過七夕還有往後的每個情人節。,https://i.kfs.io/playlist/global/77282775v14/cropresize/300x300.jpg,ok,
4oalDe4RBrbXwIi4oN,約他一起去跨年：煙火下の浪漫告白必備靈魂樂情歌,,https://i.kfs.io/playlist/global/44707936v2/cropresize/300x300.jpg,ok,
LZqrqeFCYzN14_Xch7,日文歌用中文「我愛你」告白❤️,,https://i.kfs.io/playlist/global/77972070v1/cropresize/300x300.jpg,ok,
-k24xZ4ANZlr4zJKkx,重訓專用低音舞曲（2019.7.10更新）,很多人誤解重量訓練只有要練大塊肌的人才需要。但事實上，適度的重量訓練可以強化體力，還可以增進身體消耗熱量的速度，強健的肌肉更有保護骨骼的效果。一般強度的重量訓練並不會讓你變成大肌肉，而是讓你體型變得更凹凸有緻，所以任何人都可以做，而且好處多多喔。這張歌單專門針對重量訓練設計，收集了許多充滿力量的低音電子舞曲，譬如Dubstep、Trap以及Bass House等等。聽了以讓你爆發力+10，每組多舉兩下！,https://i.kfs.io/playlist/global/54493054v10/cropresize/300x300.jpg,ok,
HX08CJ6rLBMWJ1Zqjn,超好睡！晚安專用JPOP（隨時更新）,"入眠只需短短幾首歌
就讓我每個月用精挑細選JPOP帶你進入夢鄉吧！

٩( 'ω' )و你已經受到睡覺喵喵的祝福，一起睡覺吧！",https://i.kfs.io/playlist/global/61562856v3/cropresize/300x300.jpg,ok,
